241 246.8 636.2
242 245.2 637.8
243 243.6 639.4
244 242.1 640.9
245 240.5 642.5
246 239.0 644.0
247 237.5 645.5
248 236.2 646.8
249 234.6 648.4
250 233.1 649.9
251 231.6 651.4
252 230.1 652.9
253 228.6 654.4
254 227.1 655.9
255 225.6 657.4
256 224.3 658.7
257 222.8 660.2
258 221.3 661.7
259 219.9 663.1
260 218.4 664.6
261 216.9 666.1
262 215.5 667.5
263 214.1 668.9
264 212.8 670.2
265 211.4 671.6
266 209.9 673.1
267 208.5 674.5
268 207.1 675.9
269 205.7 677.3
270 204.3 678.7
271 202.9 680.1
272 201.7 681.3
273 200.3 682.7
274 198.9 684.1
275 197.5 685.5
276 196.1 686.9
277 194.7 688.3
278 193.4 689.6
279 192.0 691.0
280 190.9 692.1
281 189.5 693.5
282 188.1 694.9
283 186.8 696.2
284 185.4 697.6
285 184.1 698.9
286 182.8 700.2
287 181.5 701.5
288 180.4 702.6
289 179.0 704.0
290 177.7 705.3
291 176.4 706.6
292 175.1 707.9
293 173.8 709.2
294 172.5 710.5
295 171.3 711.7
296 170.2 712.8
297 168.9 714.1
298 167.6 715.4
299 166.4 716.6
300 165.1 717.9
301 163.9 719.1
302 162.6 720.4
303 161.4 721.6
304 160.4 722.6
305 159.1 723.9
306 157.9 725.1
307 156.7 726.3
308 155.4 727.6
309 154.2 728.8
310 153.1 729.9
311 151.9 731.1
312 150.9 732.1
313 149.7 733.3
314 148.5 734.5
315 147.3 735.7
316 146.1 736.9
317 144.9 738.1
318 143.8 739.2
319 142.7 740.3
320 141.7 741.3
321 140.5 742.5
322 139.4 743.6
323 138.2 744.8
324 137.1 745.9
325 136.0 747.0
326 134.9 748.1
327 133.8 749.2
